FirstName,LastName,ManagedCarePlan,SubNetwork,NPI,Taxonomy,MCNAProviderGroup,MCNAProviderType,LicensureType,PrimaryCare,Specialist,SeesChildren,Telehealth,BHIndicator,OSHPD_ID
Lenzy,Stephenson,CalViva,Health Net Community Solutions Inc.,1497134837,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,No,,306105101
TRACY,OUZOUNIAN,CalOptima,Kaiser Permanente,1326196270,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106301188
NOELLE,SLOAT,CalOptima,Kaiser Permanente,1326623141,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
MELISSA,TRELATSKY,CalOptima,Kaiser Permanente,1770642415,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
DAN,HUYNH,CalOptima,Kaiser Permanente,1770650699,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
BRIDGITTE,BABBITT,CalOptima,Kaiser Permanente,1871283200,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
BRENDA,LUGO,CalOptima,Kaiser Permanente,1912581125,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
AUTUMN,THOMPSON,CalOptima,Kaiser Permanente,1912665878,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
LILIAN,CLIMACO,CalOptima,Kaiser Permanente,1770256604,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,106434032
Chantal,Fletcher,CalViva,Health Net Community Solutions Inc.,1831207976,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Nicole,Takeda,CalViva,Health Net Community Solutions Inc.,1831582253,208600000X,Adult Core Specialist,General Surgery,MD,N,Y,No,No,,306344027
Kerolos,Abdelmalek,CalViva,Health Net Community Solutions Inc.,1841753787,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Barbara,Alvarado,CalViva,Health Net Community Solutions Inc.,1851999122,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,Both,,306544054
FRANKLIN,BANZALI,CalOptima,Kaiser Permanente,1912105636,207LP3000X,Non-ANC Provider Type,Other,MD,N,Y,Only,No,,106191228
ALONDRA,MONJE,CalOptima,Kaiser Permanente,1922883412,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ELIZABETH,BEHRINGER,CalOptima,Kaiser Permanente,1932289014,208G00000X,Adult Core Specialist,General Surgery,MD,N,Y,No,No,,106191228
AYESHA,DAVIS,CalOptima,Kaiser Permanente,1326766387,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
DEREK,SUN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1174898019,2085R0202X,Ancillary Provider,"Mammography Provider, MRI Provider",MD,N,Y,Both,No,,106381154
SHUBHI,GOYAL,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1174973960,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106381154
MAUREEN,CARR,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1184051856,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
CHRISTOPHER,BOWMAN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1184086142,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106381154
ADRIANA,NUNEZLOPEZ,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_6,1184192411,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,406195857
BISWARATHAN,RAMANI,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1184165508,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106381154
HAZRAT,RAFAH,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_2,1184633976,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,306220485
NIMA,ALAN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1194106526,207T00000X,Adult Core Specialist,General Surgery,MD,N,Y,Both,No,,106381154
CHRISTINE,NATAN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1194131268,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
BRANDON,KELLY,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1194259143,207XS0117X,Adult Core Specialist,Orthopedic Surgery,MD,N,Y,Both,No,,106381154
YONG,LIN,CalOptima,Kaiser Permanente,1730190505,171100000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306100515
JENNIFER,QUASEM,CalOptima,Kaiser Permanente,1730242975,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
ABRAHAM,REYES,CalOptima,Kaiser Permanente,1730256652,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
Segun,Oladipo,CalViva,Health Net Community Solutions Inc.,1245727684,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Dennis,DeSimone,CalViva,Health Net Community Solutions Inc.,1255599130,207RH0003X,Adult Core Specialist,Hematology,MD,N,Y,No,No,,306344027
JOSEPH,HWANG,CalOptima,Kaiser Permanente,1871767244,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
NATHAN,MANN,CalOptima,Kaiser Permanente,1639227432,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JOELLE,GABET,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1427411495,208100000X,Adult Core Specialist,Physical Medicine & Rehabilitation,MD,N,Y,Both,No,,106381154
JAE,SOHN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1427443951,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,Both,No,,106381154
CHADWICK,CHRISTINE,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1437186855,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,Both,No,,106381154
JASON,GONZALEZ,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_2,1447317201,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,306240945
INDU,SEHGAL,CalOptima,Kaiser Permanente,1437311057,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
SABAH,SATTAR,CalOptima,Kaiser Permanente,1437339082,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
Chelsea,Flowe,CalViva,Health Net Community Solutions Inc.,1871682815,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,No,No,,306344027
Prabhneet,Singh,CalViva,Health Net Community Solutions Inc.,1881190429,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
PATRICK,SPRINGOB,CalOptima,Kaiser Permanente,1881765857,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
Andrew,Gabriel,CalViva,Health Net Community Solutions Inc.,1669977740,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Navjit,Singh,CalViva,Health Net Community Solutions Inc.,1679835425,207RC0200X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Davit,Batlawala,CalViva,Health Net Community Solutions Inc.,1689038291,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
AARON,TWARD,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1194921205,207Y00000X,Adult Core Specialist,ENT/Otolaryngology,MD,N,Y,Both,No,,106381154
GENEVIEVE,SMITH,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1205111069,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
ANATOLY,URISMAN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1205162310,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106381154
SAGE,CANNON,CalOptima,Kaiser Permanente,1528656063,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
Aren,Panoyan,CalViva,Health Net Community Solutions Inc.,1740698794,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Varija,Bhogireddy,CalViva,Health Net Community Solutions Inc.,1750644944,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,306344027
Jonathan,Holmes,CalViva,Health Net Community Solutions Inc.,1750698635,208600000X,Adult Core Specialist,General Surgery,MD,N,Y,No,No,,306344027
Sandeep,Kahal,CalViva,Health Net Community Solutions Inc.,1780124172,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
David,Carey,CalViva,Health Net Community Solutions Inc.,1790060457,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,No,No,,306344027
PRASANTHI,MISHRA,CalOptima,Kaiser Permanente,1437353802,2080N0001X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
KAMBIZ,NOORYANI,CalOptima,Kaiser Permanente,1528401155,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
AMBER,PARIS,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_5,1447605381,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106274043
ANA,MALINOW,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1457431850,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106381154
CHRISTINA,KAMATH,CalOptima,Kaiser Permanente,1720698806,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
VICTORIA,NWADIOGBU,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1184241879,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,306270355
HILLARY,BALDOCCHI,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1407171705,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306270355
FLAVIO,MAGGI,CalOptima,Kaiser Permanente,1629364641,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,Both,,106301188
RAQUEL,SANDFORD,CalOptima,Kaiser Permanente,1992864557,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
Muzo,Wu,CalViva,Health Net Community Solutions Inc.,1033564943,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,306344027
Katherine,Schott,CalViva,Health Net Community Solutions Inc.,1053591263,367A00000X,Mandatory Provider Type,Certified Nurse Midwife,NRS,N,N,Both,No,,306100777
KIARASH,HOSSEINIAN,CalOptima,Kaiser Permanente,1831247717,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
DAVID,SILBERSTEIN,CalOptima,Kaiser Permanente,1639369077,207RC0200X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
TOMIC,HACOPIAN,CalOptima,Kaiser Permanente,1639461064,207ZH0000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
NADIA,ZUABI,CalOptima,Kaiser Permanente,1639639933,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
DESIRAE,ZARATE,CalOptima,Kaiser Permanente,1639633167,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
SARINA,TORRES,CalOptima,Kaiser Permanente,1639870892,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
CHRISTOPHER,QUINTANILLA,CalOptima,Kaiser Permanente,1639864614,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
Naga Swathi,Palakodety,CalViva,Health Net Community Solutions Inc.,1326402132,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Brandon,Shumway,CalViva,Health Net Community Solutions Inc.,1992230437,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,Both,,306105140
JENNELYN,GUIA,CalOptima,Kaiser Permanente,1316669229,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
Sangeeta,Gudwani,CalViva,Health Net Community Solutions Inc.,1396701884,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Moutasim,Souliman,CalViva,Health Net Community Solutions Inc.,1407319700,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
MAGDA,MARTINEZ,CalOptima,Kaiser Permanente,1316427156,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
Jyothi,Patri,CalViva,Health Net Community Solutions Inc.,1053601369,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,Both,,106164029
Kushal,Ranabhat,CalViva,Health Net Community Solutions Inc.,1104303866,207R00000X,Non-ANC Provider Type,Other,MD,Y,N,No,Both,,306544101
DILLON,PEDROZA,CalOptima,Kaiser Permanente,1992263883,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
DAVID,CASSARINO,CalOptima,Kaiser Permanente,1326122730,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
AMANDA,ROBISON,CalOptima,Kaiser Permanente,1417568031,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
BRIAN,WILLIAMS,CalOptima,Kaiser Permanente,1417928664,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
STACY,WONG,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1174891568,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
GABRIELA,VILLALBA,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_6,1154666212,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,406195857
LEALAH,POLLOCK,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1164717047,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,No,,106381154
NEELROOP,PARIKSHAK,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1164953923,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,Both,No,,106381154
SHATHA,HAJJA,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_2,1407301690,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,No,,306244001
SUDHA,LAMA,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1407422769,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
VALENTINA,AGUSTIN,CalOptima,Kaiser Permanente,1841456647,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
CHRISTOPHER,HUNTLEY,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1417378621,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,106381154
JUSTIN,CALVIN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1417494055,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306270355
PEGGY,NEWCOMER,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1417924531,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,No,,306270355
CANA,JENKINS,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1427295070,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
LISA,KRITIKOS,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1427652825,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
ENEYDA,DE LA PAZ,CalOptima,Kaiser Permanente,1417679127,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
BRITZY,GUTIERREZ,CalOptima,Kaiser Permanente,1417668567,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
GLORIA,WU,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1437178803,207W00000X,Adult Core Specialist,Ophthalmology,MD,N,Y,Both,No,,106381154
CHAMUDI (MALEA),HALLAWAARACHCHI,CalOptima,Kaiser Permanente,1316641335,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ALLEN,POURMOUSSA,CalOptima,Kaiser Permanente,1417219254,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
DEBRA,SLOCUM,CalOptima,Kaiser Permanente,1316652340,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
YASAMAN,ZARRABI,CalOptima,Kaiser Permanente,1427232420,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
TRACY,JOHNSON,CalOptima,Kaiser Permanente,1518027788,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
DAVID,LONDO,CalOptima,Kaiser Permanente,1518082015,207YX0007X,Adult Core Specialist,ENT/Otolaryngology,MD,N,Y,No,No,,106301188
JOCELYN,SILLAS,CalOptima,Kaiser Permanente,1932798774,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
SEAN,PARISER,CalOptima,Kaiser Permanente,1932762119,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
DARIS,OLALEYE,CalOptima,Kaiser Permanente,1629531843,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
TOMMY,NGUYEN,CalOptima,Kaiser Permanente,1629704523,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
SHELZEY,MORENO,CalOptima,Kaiser Permanente,1629793096,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
ANDREW,GUTIERREZ,CalOptima,Kaiser Permanente,1306518162,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
DENICE,SIERRA,CalOptima,Kaiser Permanente,1306531132,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
MARC,ESTERSON,CalOptima,Kaiser Permanente,1306994132,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
JASMINE,MACKSON,CalOptima,Kaiser Permanente,1518593235,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
JELENA,DOUILLARD,CalOptima,Kaiser Permanente,1942628045,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106191228
CHARLES,SCHMITZ,CalOptima,Kaiser Permanente,1528139425,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
JESSICA,TAGORDA,CalOptima,Kaiser Permanente,1629217781,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
JULIO,ROJASMARTINEZ,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1144548751,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,Both,No,,106381154
YOSMEL,SERRANO,CalOptima,Kaiser Permanente,1942870217,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
Eric,Farban,CalViva,Health Net Community Solutions Inc.,1912965773,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
San,Gabriel,CalViva,Health Net Community Solutions Inc.,1922025857,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Amanuel,Kebede,CalViva,Health Net Community Solutions Inc.,1972098275,207RN0300X,Adult Core Specialist,Nephrology,MD,N,Y,No,No,,306344027
SHAQUANA,MUSTAFA,CalOptima,Kaiser Permanente,1417532482,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
ARLENE,CORDOVA,CalOptima,Kaiser Permanente,1417678871,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
VALERIA,FIGUEROA,CalOptima,Kaiser Permanente,1689377921,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
MELIKE,PEKMEZCI,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1164746889,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106381154
ZACHARY,WALKER,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1164955571,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,Both,No,,106381154
GOLNAZ,YADOLLAHIKHALES,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1174054274,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,Both,No,,106381154
PATRICIA,FREEMAN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1396751764,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,106381154
GRACE,HU,CalOptima,Kaiser Permanente,1629149695,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
AMORA,GUIRGIUS,CalOptima,Kaiser Permanente,1932837630,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
JOCELYN,MADI,CalOptima,Kaiser Permanente,1790180495,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106191228
EMILY,VO,CalOptima,Kaiser Permanente,1790336725,103K00000X,Non-ANC Provider Type,Other,BCB,N,N,Both,Both,,106434032
D'LANA,SHEPHERD,CalOptima,Kaiser Permanente,1790397651,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
CLAUDIA,VILLALPANDO LEON,CalOptima,Kaiser Permanente,1407919434,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
CHRISTOPHER,FAIRBURN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1407804206,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,306400587
MARK,SPITZER,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_2,1407848435,207Y00000X,Adult Core Specialist,ENT/Otolaryngology,MD,N,Y,Both,No,,306244049
ETHAN,BROWN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1417213505,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,Both,No,,106381154
DORIS,WANG,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1417248097,207T00000X,Adult Core Specialist,General Surgery,MD,N,Y,Both,No,,106381154
SEAN,BOONE,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1417489758,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,Both,No,,106381154
JILL,THOMPSON,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1427022557,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,106381154
Paul,Dang,CalViva,Health Net Community Solutions Inc.,1801882592,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Kongmong,Moua,CalViva,Health Net Community Solutions Inc.,1811009244,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,306105106
Connor,Grant,CalViva,Health Net Community Solutions Inc.,1821511965,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
ALDO,BEPPU,CalOptima,Kaiser Permanente,1629276944,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106191228
JANELLE,DOUGLAS,CalOptima,Kaiser Permanente,1629651286,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
PAIGE,DAVIES,CalOptima,Kaiser Permanente,1629774823,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
ESTHER,SOTELO,CalOptima,Kaiser Permanente,1841716156,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
Noorie,Pednekar,CalViva,Health Net Community Solutions Inc.,1700288057,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
Aren,Panoyan,CalViva,Health Net Community Solutions Inc.,1740698794,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
NEGEAN,AFIFI,CalOptima,Kaiser Permanente,1508097064,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
PAOLO,RINAUDO,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1396789228,207V00000X,OB/GYN Primary and Specialty Care,Obstetrics & Gynecology,MD,N,Y,Both,No,,106381154
TERESA,ESCOBEDO,CalOptima,Kaiser Permanente,1841892361,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
JANICE,FULINARA HERRERA,CalOptima,Kaiser Permanente,1518454750,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
MCKENZIE,MONIZ,CalOptima,Kaiser Permanente,1518682103,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
GAIL FRANCES LI,ABCEDE,CalOptima,Kaiser Permanente,1902216872,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
TAYLOR,RAFAJKO,CalOptima,Kaiser Permanente,1407538473,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ARIS,REYES LUKINS,CalOptima,Kaiser Permanente,1407555956,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
CLARA,SONG,CalOptima,Kaiser Permanente,1417006388,2080N0001X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
ANANDH,RAJAMOHAN,CalOptima,Kaiser Permanente,1497874457,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106191228
