,OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
2201,106560501,Acute Stroke Ischemic,,,,
2202,106560501,Acute Stroke Subarachnoid,,,,
2203,106560501,Carotid Endarterectomy,,,,
2204,106560501,GI Hemorrhage,1.0,9.0,37.4,As Expected
2205,106560501,Heart Failure,1.0,16.0,3.9,As Expected
2206,106560501,Hip Fracture,,,,
2207,106560501,PCI,,,,
2208,106560501,Pancreatic Resection,,,,
2209,106560501,Pneumonia,1.0,21.0,3.6,As Expected
2210,106014233,Acute Stroke,59.0,519.0,6.8,Better
2211,106014233,Pancreatic Resection,,,,
2212,106014233,Hip Fracture,1.0,114.0,0.9,As Expected
2213,106014233,AMI,5.0,47.0,5.5,As Expected
2214,106014233,Acute Stroke Ischemic,27.0,361.0,3.5,Better
2215,106014233,Acute Stroke Hemorrhagic,23.0,112.0,16.2,As Expected
2216,106014233,Pneumonia,3.0,113.0,2.7,As Expected
2217,106014233,Carotid Endarterectomy,0.0,9.0,0.0,As Expected
2218,106014233,GI Hemorrhage,3.0,193.0,1.1,As Expected
2219,106014233,PCI,,,,
2220,106014233,Acute Stroke Subarachnoid,9.0,46.0,20.4,As Expected
2221,106014233,Heart Failure,9.0,337.0,2.2,As Expected
2222,106050932,GI Hemorrhage,0.0,4.0,0.0,As Expected
2223,106050932,Carotid Endarterectomy,,,,
2224,106050932,Pancreatic Resection,,,,
2225,106050932,Heart Failure,2.0,39.0,3.3,As Expected
2226,106050932,Acute Stroke,1.0,18.0,13.8,As Expected
2227,106050932,Acute Stroke Subarachnoid,,,,
2228,106050932,Pneumonia,2.0,40.0,4.8,As Expected
2229,106050932,Acute Stroke Ischemic,1.0,18.0,7.6,As Expected
2230,106050932,Acute Stroke Hemorrhagic,,,,
2231,106050932,Hip Fracture,0.0,21.0,0.0,As Expected
2232,106050932,AMI,,,,
2233,106050932,PCI,,,,
2234,106060870,Acute Stroke,,,,
2235,106060870,AMI,0.0,6.0,0.0,As Expected
2236,106060870,Pancreatic Resection,,,,
2237,106060870,GI Hemorrhage,0.0,13.0,0.0,As Expected
2238,106060870,PCI,,,,
2239,106060870,Heart Failure,0.0,41.0,0.0,As Expected
2240,106060870,Acute Stroke Subarachnoid,,,,
2241,106060870,Pneumonia,0.0,27.0,0.0,As Expected
2242,106060870,Carotid Endarterectomy,,,,
2243,106060870,Hip Fracture,,,,
2244,106060870,Acute Stroke Ischemic,,,,
2245,106060870,Acute Stroke Hemorrhagic,,,,
2246,106070924,Carotid Endarterectomy,,,,
2247,106070924,Hip Fracture,0.0,24.0,0.0,As Expected
2248,106070924,GI Hemorrhage,2.0,85.0,4.6,As Expected
2249,106070924,Acute Stroke Ischemic,0.0,57.0,0.0,As Expected
2250,106070924,Acute Stroke Subarachnoid,,,,
2251,106070924,Heart Failure,2.0,296.0,1.2,As Expected
2252,106070924,Pneumonia,0.0,94.0,0.0,As Expected
2253,106070924,Pancreatic Resection,,,,
2254,106070924,PCI,,,,
2255,106070924,AMI,0.0,29.0,0.0,As Expected
2256,106070924,Acute Stroke Hemorrhagic,,,,
2257,106070924,Acute Stroke,0.0,57.0,0.0,As Expected
2258,106070990,AMI,9.0,261.0,3.7,As Expected
2259,106070990,GI Hemorrhage,6.0,189.0,2.7,As Expected
2260,106070990,Acute Stroke Subarachnoid,0.0,6.0,0.0,As Expected
2261,106070990,Pneumonia,13.0,180.0,5.3,As Expected
2262,106070990,Elective PCI Mortality,0.0,38.0,0.0,As Expected
2263,106070990,Elective PCI Stroke,0.0,38.0,0.0,As Expected
2264,106070990,Carotid Endarterectomy,0.0,26.0,0.0,As Expected
2265,106070990,Acute Stroke Hemorrhagic,2.0,42.0,7.1,As Expected
2266,106070990,Heart Failure,15.0,377.0,2.4,As Expected
2267,106070990,Hip Fracture,6.0,264.0,1.8,As Expected
2268,106070990,Elective PCI Emergency CABG,0.0,38.0,,As Expected
2269,106070990,Acute Stroke Ischemic,7.0,162.0,4.7,As Expected
2270,106070990,Acute Stroke,9.0,210.0,5.5,As Expected
2271,106070990,Pancreatic Resection,,,,
2272,106070990,PCI,3.0,215.0,2.5,As Expected
2273,106074097,GI Hemorrhage,3.0,114.0,2.2,As Expected
2274,106074097,Acute Stroke Subarachnoid,,,,
2275,106074097,AMI,2.0,59.0,2.5,As Expected
2276,106074097,Pneumonia,3.0,101.0,2.3,As Expected
2277,106074097,Heart Failure,13.0,316.0,3.4,As Expected
2278,106074097,Acute Stroke,14.0,134.0,9.1,As Expected
2279,106074097,Hip Fracture,1.0,86.0,1.1,As Expected
2280,106074097,Acute Stroke Ischemic,6.0,103.0,4.1,As Expected
2281,106074097,PCI,,,,
2282,106074097,Carotid Endarterectomy,,,,
2283,106074097,Acute Stroke Hemorrhagic,8.0,31.0,25.2,As Expected
2284,106074097,Pancreatic Resection,,,,
2285,106100797,Acute Stroke Hemorrhagic,,,,
2286,106100797,PCI,,,,
2287,106100797,Heart Failure,1.0,18.0,6.4,As Expected
2288,106100797,Acute Stroke,1.0,12.0,11.6,As Expected
2289,106100797,Pneumonia,0.0,34.0,0.0,As Expected
2290,106100797,AMI,0.0,7.0,0.0,As Expected
2291,106100797,GI Hemorrhage,,,,
2292,106100797,Carotid Endarterectomy,,,,
2293,106100797,Acute Stroke Ischemic,0.0,11.0,0.0,As Expected
2294,106100797,Acute Stroke Subarachnoid,,,,
2295,106100797,Pancreatic Resection,,,,
2296,106100797,Hip Fracture,,,,
2297,106110889,GI Hemorrhage,,,,
2298,106110889,Acute Stroke Ischemic,,,,
2299,106110889,PCI,,,,
2300,106110889,AMI,,,,
2301,106110889,Acute Stroke Hemorrhagic,,,,
2302,106110889,Carotid Endarterectomy,,,,
2303,106110889,Acute Stroke Subarachnoid,,,,
2304,106110889,Hip Fracture,,,,
2305,106110889,Heart Failure,0.0,8.0,0.0,As Expected
2306,106110889,Pancreatic Resection,,,,
2307,106110889,Acute Stroke,,,,
2308,106110889,Pneumonia,1.0,28.0,5.8,As Expected
2309,106130699,Acute Stroke Hemorrhagic,9.0,12.0,33.9,Worse
2310,106130699,AMI,7.0,37.0,13.5,Worse
2311,106130699,Hip Fracture,2.0,36.0,2.9,As Expected
2312,106130699,Pancreatic Resection,,,,
2313,106130699,Acute Stroke Ischemic,2.0,123.0,2.3,As Expected
2314,106130699,Heart Failure,7.0,235.0,1.9,As Expected
2315,106130699,Carotid Endarterectomy,,,,
2316,106130699,Pneumonia,8.0,195.0,2.8,As Expected
2317,106130699,PCI,,,,
2318,106130699,GI Hemorrhage,5.0,173.0,2.5,As Expected
2319,106130699,Acute Stroke,11.0,135.0,10.0,As Expected
2320,106130699,Acute Stroke Subarachnoid,,,,
2321,106150706,Pancreatic Resection,,,,
2322,106150706,Acute Stroke,1.0,15.0,11.4,As Expected
2323,106150706,Pneumonia,3.0,91.0,4.0,As Expected
2324,106150706,Acute Stroke Ischemic,0.0,14.0,0.0,As Expected
2325,106150706,Heart Failure,3.0,88.0,2.6,As Expected
2326,106150706,Carotid Endarterectomy,,,,
2327,106150706,Acute Stroke Subarachnoid,,,,
2328,106150706,GI Hemorrhage,1.0,23.0,8.6,As Expected
2329,106150706,AMI,1.0,5.0,8.2,As Expected
2330,106150706,Acute Stroke Hemorrhagic,,,,
2331,106150706,PCI,,,,
2332,106150706,Hip Fracture,0.0,15.0,0.0,As Expected
2333,106164029,Heart Failure,16.0,402.0,3.5,As Expected
2334,106164029,Acute Stroke,11.0,154.0,12.6,As Expected
2335,106164029,Pancreatic Resection,,,,
2336,106164029,PCI,,,,
2337,106164029,Acute Stroke Subarachnoid,,,,
2338,106164029,Pneumonia,11.0,336.0,3.1,As Expected
2339,106164029,AMI,9.0,157.0,4.3,As Expected
2340,106164029,Acute Stroke Hemorrhagic,,,,
2341,106164029,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
2342,106164029,Hip Fracture,1.0,78.0,1.6,As Expected
2343,106164029,GI Hemorrhage,1.0,141.0,0.8,As Expected
2344,106164029,Acute Stroke Ischemic,9.0,151.0,6.9,As Expected
2345,106190017,Acute Stroke Hemorrhagic,1.0,17.0,7.3,As Expected
2346,106190017,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
2347,106190017,Pancreatic Resection,,,,
2348,106190017,Acute Stroke,1.0,83.0,1.2,Better
2349,106190017,PCI,,,,
2350,106190017,AMI,4.0,26.0,5.0,As Expected
2351,106190017,Heart Failure,5.0,231.0,1.6,As Expected
2352,106190017,Pneumonia,5.0,247.0,1.6,As Expected
2353,106190017,GI Hemorrhage,0.0,111.0,0.0,Better
2354,106190017,Acute Stroke Ischemic,0.0,63.0,0.0,Better
2355,106190017,Hip Fracture,1.0,32.0,5.0,As Expected
2356,106190017,Carotid Endarterectomy,,,,
2357,106190053,AMI,22.0,336.0,6.9,As Expected
2358,106190053,Isolated CABG Operative Mortality,3.0,69.0,3.74,As Expected
2359,106190053,Acute Stroke Ischemic,8.0,135.0,6.8,As Expected
2360,106190053,Pneumonia,5.0,166.0,2.6,As Expected
2361,106190053,Acute Stroke Hemorrhagic,12.0,44.0,19.8,As Expected
2362,106190053,Heart Failure,8.0,391.0,1.9,As Expected
2363,106190053,Carotid Endarterectomy,0.0,5.0,0.0,As Expected
2364,106190053,Pancreatic Resection,,,,
2365,106190053,Acute Stroke Subarachnoid,1.0,4.0,23.5,As Expected
2366,106190053,Acute Stroke,21.0,183.0,9.7,As Expected
2367,106190053,Hip Fracture,0.0,62.0,0.0,As Expected
2368,106190053,GI Hemorrhage,7.0,254.0,1.5,As Expected
2369,106190053,PCI,10.0,188.0,4.8,As Expected
2370,106190110,Hip Fracture,2.0,36.0,1.9,As Expected
2371,106190110,Acute Stroke,0.0,69.0,0.0,Better
2372,106190110,Pancreatic Resection,,,,
2373,106190110,Pneumonia,1.0,171.0,0.5,Better
2374,106190110,Acute Stroke Ischemic,0.0,65.0,0.0,As Expected
2375,106190110,Heart Failure,11.0,326.0,2.3,As Expected
2376,106190110,PCI,0.0,50.0,0.0,As Expected
2377,106190110,AMI,1.0,150.0,0.8,Better
2378,106190110,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected
2379,106190110,Acute Stroke Subarachnoid,,,,
2380,106190110,GI Hemorrhage,2.0,121.0,1.1,As Expected
2381,106190110,Carotid Endarterectomy,0.0,7.0,0.0,As Expected
2382,106190148,Acute Stroke Ischemic,3.0,224.0,1.3,Better
2383,106190148,GI Hemorrhage,9.0,379.0,2.0,As Expected
2384,106190148,Acute Stroke Subarachnoid,1.0,3.0,35.4,As Expected
2385,106190148,Hip Fracture,2.0,50.0,1.7,As Expected
2386,106190148,Isolated CABG Operative Mortality,1.0,16.0,3.03,As Expected
2387,106190148,Acute Stroke Hemorrhagic,5.0,29.0,16.3,As Expected
2388,106190148,AMI,5.0,282.0,1.0,Better
2389,106190148,Heart Failure,9.0,1138.0,0.8,Better
2390,106190148,Pneumonia,2.0,182.0,1.0,As Expected
2391,106190148,Pancreatic Resection,,,,
2392,106190148,PCI,2.0,158.0,1.6,As Expected
2393,106190148,Acute Stroke,9.0,256.0,4.4,Better
2394,106190148,Carotid Endarterectomy,0.0,18.0,0.0,As Expected
2395,106190197,Acute Stroke,0.0,31.0,0.0,As Expected
2396,106190197,Pancreatic Resection,,,,
2397,106190197,GI Hemorrhage,0.0,86.0,0.0,As Expected
2398,106190197,Acute Stroke Ischemic,0.0,31.0,0.0,As Expected
2399,106190197,Hip Fracture,0.0,9.0,0.0,As Expected
2400,106190197,Acute Stroke Hemorrhagic,,,,
2401,106190197,Carotid Endarterectomy,,,,
2402,106190197,Acute Stroke Subarachnoid,,,,
2403,106190197,Pneumonia,2.0,72.0,3.1,As Expected
2404,106190197,PCI,,,,
2405,106190197,Heart Failure,5.0,323.0,2.2,As Expected
2406,106190197,AMI,2.0,126.0,1.4,Better
2407,106190198,Hip Fracture,0.0,12.0,0.0,As Expected
2408,106190198,AMI,1.0,31.0,3.2,As Expected
2409,106190198,Acute Stroke,1.0,51.0,4.9,As Expected
2410,106190198,Acute Stroke Subarachnoid,,,,
2411,106190198,PCI,,,,
2412,106190198,Carotid Endarterectomy,,,,
2413,106190198,Heart Failure,2.0,269.0,0.5,Better
2414,106190198,Pneumonia,0.0,166.0,0.0,Better
2415,106190198,Acute Stroke Ischemic,1.0,51.0,2.7,As Expected
2416,106190198,GI Hemorrhage,2.0,154.0,1.3,As Expected
2417,106190198,Acute Stroke Hemorrhagic,,,,
2418,106190198,Pancreatic Resection,,,,
2419,106190200,AMI,4.0,57.0,3.5,As Expected
2420,106190200,Acute Stroke Ischemic,1.0,103.0,0.7,Better
2421,106190200,GI Hemorrhage,7.0,171.0,4.3,As Expected
2422,106190200,Hip Fracture,0.0,101.0,0.0,As Expected
2423,106190200,Pneumonia,11.0,269.0,3.0,As Expected
2424,106190200,Acute Stroke,5.0,142.0,2.7,Better
2425,106190200,Acute Stroke Subarachnoid,1.0,5.0,14.1,As Expected
2426,106190200,Carotid Endarterectomy,,,,
2427,106190200,Acute Stroke Hemorrhagic,3.0,34.0,7.6,Better
2428,106190200,Pancreatic Resection,,,,
2429,106190200,PCI,,,,
2430,106190200,Heart Failure,14.0,281.0,4.1,As Expected
2431,106190256,Acute Stroke Hemorrhagic,,,,
2432,106190256,Acute Stroke Subarachnoid,,,,
2433,106190256,Pneumonia,1.0,89.0,1.1,As Expected
2434,106190256,Heart Failure,2.0,92.0,2.8,As Expected
2435,106190256,Acute Stroke,0.0,15.0,0.0,As Expected
2436,106190256,Hip Fracture,0.0,7.0,0.0,As Expected
2437,106190256,AMI,2.0,30.0,6.1,As Expected
2438,106190256,Carotid Endarterectomy,,,,
2439,106190256,Pancreatic Resection,,,,
2440,106190256,PCI,,,,
2441,106190256,GI Hemorrhage,0.0,57.0,0.0,As Expected
2442,106190256,Acute Stroke Ischemic,0.0,13.0,0.0,As Expected
2443,106190280,Pneumonia,1.0,57.0,0.8,As Expected
2444,106190280,PCI,,,,
2445,106190280,Acute Stroke Hemorrhagic,,,,
2446,106190280,Hip Fracture,0.0,21.0,0.0,As Expected
2447,106190280,Heart Failure,2.0,127.0,0.7,Better
2448,106190280,GI Hemorrhage,0.0,35.0,0.0,As Expected
2449,106190280,Acute Stroke Ischemic,1.0,15.0,3.0,As Expected
2450,106190280,Pancreatic Resection,,,,
2451,106190280,Acute Stroke Subarachnoid,,,,
2452,106190280,Acute Stroke,1.0,17.0,3.9,As Expected
2453,106190280,Carotid Endarterectomy,,,,
2454,106190280,AMI,0.0,23.0,0.0,As Expected
2455,106190315,Acute Stroke Subarachnoid,6.0,12.0,31.5,As Expected
2456,106190315,Hip Fracture,0.0,66.0,0.0,As Expected
2457,106190315,Heart Failure,14.0,416.0,2.9,As Expected
2458,106190315,GI Hemorrhage,2.0,192.0,1.2,As Expected
2459,106190315,AMI,26.0,278.0,10.5,Worse
2460,106190315,Pneumonia,11.0,226.0,3.7,As Expected
2461,106190315,Acute Stroke Hemorrhagic,8.0,88.0,12.3,As Expected
2462,106190315,Isolated CABG Operative Mortality,8.0,160.0,5.55,As Expected
2463,106190315,PCI,12.0,181.0,8.9,Worse
2464,106190315,Carotid Endarterectomy,0.0,18.0,0.0,As Expected
2465,106190315,Acute Stroke Ischemic,6.0,238.0,2.9,As Expected
2466,106190315,Acute Stroke,20.0,338.0,6.3,As Expected
2467,106190315,Pancreatic Resection,0.0,8.0,0.0,As Expected
2468,106190323,Hip Fracture,3.0,164.0,1.1,As Expected
2469,106190323,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
2470,106190323,Acute Stroke Ischemic,9.0,304.0,2.4,Better
2471,106190323,Pancreatic Resection,2.0,10.0,4.7,As Expected
2472,106190323,Acute Stroke Hemorrhagic,25.0,99.0,18.2,As Expected
2473,106190323,AMI,27.0,438.0,6.3,As Expected
2474,106190323,Acute Stroke,47.0,440.0,7.7,As Expected
2475,106190323,PCI,11.0,484.0,3.0,As Expected
2476,106190323,Pneumonia,20.0,515.0,2.5,As Expected
2477,106190323,Isolated CABG Operative Mortality,4.0,131.0,3.02,As Expected
2478,106190323,Acute Stroke Subarachnoid,13.0,37.0,37.1,Worse
2479,106190323,GI Hemorrhage,8.0,289.0,2.2,As Expected
2480,106190323,Heart Failure,17.0,711.0,1.5,Better
2481,106190352,Pancreatic Resection,,,,
2482,106190352,GI Hemorrhage,2.0,61.0,2.7,As Expected
2483,106190352,Acute Stroke,1.0,23.0,5.7,As Expected
2484,106190352,Carotid Endarterectomy,,,,
2485,106190352,Acute Stroke Ischemic,0.0,22.0,0.0,As Expected
2486,106190352,PCI,,,,
2487,106190352,Pneumonia,4.0,100.0,3.9,As Expected
2488,106190352,Acute Stroke Subarachnoid,,,,
2489,106190352,Hip Fracture,,,,
2490,106190352,Heart Failure,0.0,75.0,0.0,As Expected
2491,106190352,AMI,1.0,26.0,5.1,As Expected
2492,106190352,Acute Stroke Hemorrhagic,,,,
2493,106190380,Carotid Endarterectomy,,,,
2494,106190380,Acute Stroke,0.0,19.0,0.0,As Expected
2495,106190380,Pancreatic Resection,,,,
2496,106190380,Pneumonia,1.0,123.0,0.8,As Expected
2497,106190380,GI Hemorrhage,1.0,88.0,1.1,As Expected
2498,106190380,AMI,2.0,16.0,14.4,As Expected
2499,106190380,Acute Stroke Hemorrhagic,,,,
2500,106190380,Heart Failure,4.0,104.0,3.6,As Expected
2501,106190380,PCI,,,,
2502,106190380,Hip Fracture,0.0,10.0,0.0,As Expected
2503,106190380,Acute Stroke Subarachnoid,,,,
2504,106190380,Acute Stroke Ischemic,0.0,19.0,0.0,As Expected
2505,106190382,Carotid Endarterectomy,0.0,6.0,0.0,As Expected
2506,106190382,Acute Stroke,12.0,176.0,8.8,As Expected
2507,106190382,Hip Fracture,1.0,85.0,0.6,As Expected
2508,106190382,PCI,15.0,137.0,9.4,Worse
2509,106190382,Pneumonia,3.0,143.0,1.8,As Expected
2510,106190382,Acute Stroke Ischemic,8.0,143.0,5.6,As Expected
2511,106190382,Acute Stroke Hemorrhagic,4.0,32.0,16.4,As Expected
2512,106190382,Pancreatic Resection,,,,
2513,106190382,Isolated CABG Operative Mortality,4.0,45.0,10.56,Worse
2514,106190382,Acute Stroke Subarachnoid,,,,
2515,106190382,AMI,27.0,253.0,10.2,Worse
2516,106190382,GI Hemorrhage,4.0,162.0,2.7,As Expected
2517,106190382,Heart Failure,6.0,353.0,2.2,As Expected
2518,106190385,AMI,21.0,303.0,5.1,As Expected
2519,106190385,Pancreatic Resection,2.0,17.0,3.3,As Expected
2520,106190385,Acute Stroke,22.0,247.0,7.4,As Expected
2521,106190385,Acute Stroke Hemorrhagic,16.0,69.0,21.4,As Expected
2522,106190385,Acute Stroke Subarachnoid,4.0,4.0,32.8,As Expected
2523,106190385,Pneumonia,7.0,255.0,1.8,As Expected
2524,106190385,Heart Failure,22.0,786.0,1.8,Better
2525,106190385,Acute Stroke Ischemic,2.0,174.0,1.2,Better
2526,106190385,GI Hemorrhage,9.0,366.0,2.0,As Expected
2527,106190385,Hip Fracture,7.0,163.0,2.0,As Expected
2528,106190385,Isolated CABG Operative Mortality,1.0,52.0,1.53,As Expected
2529,106190385,Carotid Endarterectomy,0.0,27.0,0.0,As Expected
2530,106190385,PCI,10.0,294.0,2.7,As Expected
2531,106190400,AMI,13.0,331.0,3.5,Better
2532,106190400,Pancreatic Resection,0.0,24.0,0.0,As Expected
2533,106190400,Pneumonia,21.0,484.0,3.2,As Expected
2534,106190400,Carotid Endarterectomy,1.0,26.0,1.9,As Expected
2535,106190400,Acute Stroke,40.0,491.0,6.1,Better
2536,106190400,PCI,8.0,240.0,2.8,As Expected
2537,106190400,GI Hemorrhage,8.0,500.0,1.5,As Expected
2538,106190400,Acute Stroke Ischemic,19.0,357.0,3.0,Better
2539,106190400,Isolated CABG Operative Mortality,2.0,101.0,3.44,As Expected
2540,106190400,Acute Stroke Subarachnoid,6.0,35.0,20.4,As Expected
2541,106190400,Acute Stroke Hemorrhagic,15.0,99.0,15.2,As Expected
2542,106190400,Hip Fracture,3.0,209.0,1.2,As Expected
2543,106190400,Heart Failure,21.0,598.0,2.7,As Expected
2544,106190422,Carotid Endarterectomy,0.0,25.0,0.0,As Expected
2545,106190422,Pancreatic Resection,1.0,13.0,3.5,As Expected
2546,106190422,Acute Stroke Hemorrhagic,17.0,84.0,21.2,As Expected
2547,106190422,GI Hemorrhage,15.0,592.0,2.4,As Expected
2548,106190422,Isolated CABG Operative Mortality,1.0,66.0,1.68,As Expected
2549,106190422,Heart Failure,28.0,1025.0,2.3,As Expected
2550,106190422,Hip Fracture,7.0,242.0,2.2,As Expected
2551,106190422,PCI,20.0,452.0,4.4,As Expected
2552,106190422,Acute Stroke Ischemic,17.0,432.0,4.0,As Expected
2553,106190422,Acute Stroke,36.0,528.0,8.1,As Expected
2554,106190422,AMI,31.0,479.0,5.8,As Expected
2555,106190422,Acute Stroke Subarachnoid,2.0,12.0,21.4,As Expected
2556,106190422,Pneumonia,16.0,452.0,2.8,As Expected
2557,106190470,Acute Stroke Subarachnoid,10.0,31.0,22.8,As Expected
2558,106190470,GI Hemorrhage,13.0,438.0,2.3,As Expected
2559,106190470,Isolated CABG Operative Mortality,3.0,108.0,2.09,As Expected
2560,106190470,Acute Stroke Ischemic,24.0,474.0,3.8,As Expected
2561,106190470,Acute Stroke Hemorrhagic,24.0,124.0,13.6,Better
2562,106190470,Carotid Endarterectomy,0.0,9.0,0.0,As Expected
2563,106190470,Acute Stroke,58.0,629.0,6.7,Better
2564,106190470,Hip Fracture,1.0,170.0,0.5,As Expected
2565,106190470,Heart Failure,22.0,720.0,2.8,As Expected
2566,106190470,Pneumonia,17.0,335.0,3.7,As Expected
2567,106190470,Pancreatic Resection,0.0,6.0,0.0,As Expected
2568,106190470,PCI,19.0,328.0,4.2,As Expected
2569,106190470,AMI,34.0,475.0,6.3,As Expected
2570,106190517,Acute Stroke Subarachnoid,,,,
2571,106190517,Acute Stroke,5.0,168.0,3.6,Better
2572,106190517,Pancreatic Resection,,,,
2573,106190517,Acute Stroke Ischemic,0.0,136.0,0.0,Better
2574,106190517,AMI,7.0,163.0,3.6,As Expected
2575,106190517,Pneumonia,15.0,237.0,3.5,As Expected
2576,106190517,Acute Stroke Hemorrhagic,5.0,31.0,15.2,As Expected
2577,106190517,Isolated CABG Operative Mortality,1.0,34.0,4.35,As Expected
2578,106190517,GI Hemorrhage,3.0,228.0,1.2,As Expected
2579,106190517,Heart Failure,10.0,516.0,1.1,Better
2580,106190517,Carotid Endarterectomy,0.0,83.0,0.0,As Expected
2581,106190517,PCI,4.0,199.0,3.0,As Expected
2582,106190517,Hip Fracture,3.0,89.0,2.2,As Expected
2583,106190521,Carotid Endarterectomy,,,,
2584,106190521,Acute Stroke Ischemic,2.0,79.0,3.9,As Expected
2585,106190521,Acute Stroke Subarachnoid,,,,
2586,106190521,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected
2587,106190521,AMI,2.0,43.0,3.6,As Expected
2588,106190521,Hip Fracture,0.0,24.0,0.0,As Expected
2589,106190521,GI Hemorrhage,5.0,123.0,6.4,As Expected
2590,106190521,Pancreatic Resection,,,,
2591,106190521,Pneumonia,1.0,69.0,2.4,As Expected
2592,106190521,PCI,,,,
2593,106190521,Heart Failure,3.0,367.0,1.0,As Expected
2594,106190521,Acute Stroke,2.0,83.0,6.5,As Expected
2595,106190522,Pancreatic Resection,,,,
2596,106190522,Heart Failure,11.0,432.0,2.0,As Expected
2597,106190522,Acute Stroke,4.0,123.0,6.6,As Expected
2598,106190522,GI Hemorrhage,2.0,137.0,1.5,As Expected
2599,106190522,Hip Fracture,2.0,96.0,1.3,As Expected
2600,106190522,Carotid Endarterectomy,0.0,18.0,0.0,As Expected
2601,106190522,Acute Stroke Subarachnoid,,,,
2602,106190522,Acute Stroke Hemorrhagic,1.0,20.0,12.8,As Expected
2603,106190522,Pneumonia,7.0,239.0,2.6,As Expected
2604,106190522,PCI,1.0,103.0,1.6,As Expected
2605,106190522,AMI,10.0,205.0,5.1,As Expected
2606,106190522,Isolated CABG Operative Mortality,2.0,102.0,2.98,As Expected
2607,106190522,Acute Stroke Ischemic,3.0,102.0,3.9,As Expected
2608,106190524,Hip Fracture,0.0,36.0,0.0,As Expected
2609,106190524,Pancreatic Resection,,,,
2610,106190524,Acute Stroke Ischemic,0.0,48.0,0.0,As Expected
2611,106190524,AMI,1.0,23.0,2.4,As Expected
2612,106190524,Heart Failure,3.0,259.0,0.8,Better
2613,106190524,Pneumonia,1.0,137.0,0.6,Better
2614,106190524,Carotid Endarterectomy,,,,
2615,106190524,Acute Stroke Subarachnoid,,,,
2616,106190524,Acute Stroke,0.0,56.0,0.0,As Expected
2617,106190524,Acute Stroke Hemorrhagic,0.0,8.0,0.0,As Expected
2618,106190524,GI Hemorrhage,0.0,148.0,0.0,Better
2619,106190524,PCI,,,,
2620,106190547,Hip Fracture,0.0,24.0,0.0,As Expected
2621,106190547,Carotid Endarterectomy,,,,
2622,106190547,AMI,2.0,13.0,8.2,As Expected
2623,106190547,Heart Failure,2.0,123.0,2.2,As Expected
2624,106190547,Acute Stroke Ischemic,1.0,38.0,5.0,As Expected
